opentime,open,high,low,close,volume_USDT,value,signal,position,entry_price,stop_price,stop_loss,stop_profit,unrealized_pnl,realized_pnl,commission
2023-10-19 16:00:00,1560.34,1566.72,1559.37,1564.88,56646767.05926,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 16:05:00,1564.89,1565.3,1561.62,1562.85,18645772.93486,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 16:10:00,1562.85,1564.37,1562.45,1564.3,8795086.90423,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 16:15:00,1564.29,1571.86,1563.88,1568.7,76022810.56974,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 16:20:00,1568.68,1571.98,1566.8,1571.46,36278682.34436,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 16:25:00,1571.46,1574.34,1566.34,1566.67,48848508.36801,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 16:30:00,1566.67,1568.05,1564.21,1564.53,23696295.62043,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 16:35:00,1564.54,1564.8,1562.1,1562.98,27339385.26991,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 16:40:00,1562.97,1565.83,1562.81,1564.2,18581150.21965,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 16:45:00,1564.2,1566.6,1563.11,1565.75,16714458.73788,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 16:50:00,1565.75,1567.2,1562.93,1564.31,24082575.84989,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 16:55:00,1564.32,1565.06,1562.14,1563.54,12545368.76476,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 17:00:00,1563.55,1565.57,1563.46,1563.84,11050566.03318,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 17:05:00,1563.84,1565.23,1563.77,1564.87,6450366.08547,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 17:10:00,1564.87,1566.84,1564.39,1566.35,9913313.09413,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 17:15:00,1566.34,1566.9,1564.71,1565.5,8257557.82243,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 17:20:00,1565.49,1566.6,1565.37,1566.36,5333982.01765,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 17:25:00,1566.37,1566.37,1563.59,1564.87,7918570.99422,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 17:30:00,1564.88,1566.37,1563.23,1563.36,7965969.83386,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 17:35:00,1563.37,1564.1,1561.72,1562.0,13783313.34127,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 17:40:00,1562.01,1562.37,1559.0,1559.44,28353143.04637,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 17:45:00,1559.44,1561.52,1559.39,1559.68,20321128.31571,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 17:50:00,1559.69,1560.65,1559.22,1559.87,6576082.74747,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 17:55:00,1559.88,1561.52,1559.88,1561.11,8969636.11284,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 18:00:00,1561.11,1561.95,1560.5,1561.93,10354371.49307,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19 18:05:00,1561.92,1562.79,1560.72,1562.71,7140628.28011,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
