opentime,open,high,low,close,volume_U,value,signal,position,entry_price,stop_loss,stop_profit,stop_price,unrealized_pnl,realized_pnl,commission
2023-12-07 16:00:00,43680.0,43730.8,43585.5,43730.8,121112172.58687,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 16:05:00,43730.8,43750.6,43637.0,43646.2,74764601.27754,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 16:10:00,43646.1,43710.0,43626.0,43648.1,63460477.2026,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 16:15:00,43648.2,43661.6,43521.1,43540.1,132380014.27315,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 16:20:00,43540.0,43620.0,43505.0,43606.3,71286297.18377,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 16:25:00,43606.3,43684.0,43606.3,43674.2,37765491.4721,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 16:30:00,43674.2,43786.9,43660.0,43766.1,66819692.14634,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 16:35:00,43766.2,43766.2,43630.1,43710.7,61483211.8402,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 16:40:00,43710.7,43722.7,43629.5,43678.0,30733569.4232,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 16:45:00,43678.0,43712.0,43634.8,43710.0,28559197.3534,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 16:50:00,43709.9,43729.2,43656.3,43670.1,23724187.4292,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 16:55:00,43670.2,43728.9,43670.1,43711.0,17486670.2619,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 17:00:00,43710.9,43717.3,43601.3,43611.8,42716861.52017,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 17:05:00,43611.9,43640.0,43569.0,43591.9,58043119.1127,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 17:10:00,43591.9,43647.1,43560.1,43638.6,38175343.5929,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07 17:15:00,43638.7,43706.0,43589.0,43706.0,41803257.9098,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
