opentime,open,high,low,close,volume_U,value,signal,position,entry_price,stop_loss,stop_profit,stop_price,unrealized_pnl,realized_pnl,commission
2023-11-30 16:00:00,37613.9,37614.0,37563.2,37564.9,35652497.3478,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30 16:05:00,37564.9,37565.0,37520.0,37522.4,27791530.3177,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30 16:10:00,37522.4,37638.7,37522.3,37629.9,45041719.8518,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30 16:15:00,37630.0,37639.2,37587.3,37591.4,21878857.475,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30 16:20:00,37591.5,37635.0,37569.0,37622.3,24134883.8653,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30 16:25:00,37622.3,37644.0,37584.8,37620.8,17893908.6508,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30 16:30:00,37620.8,37662.3,37592.8,37662.1,30269004.47335,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30 16:35:00,37662.1,37672.6,37645.4,37655.0,14606511.9438,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30 16:40:00,37654.9,37695.0,37648.1,37686.5,20864844.1462,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30 16:45:00,37686.5,37700.0,37679.4,37694.9,25010587.0233,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30 16:50:00,37694.9,37719.5,37668.0,37675.4,34784153.6544,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30 16:55:00,37673.8,37684.0,37646.1,37651.4,17311448.0215,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30 17:00:00,37651.5,37677.9,37642.4,37677.3,10976415.3234,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30 17:05:00,37677.4,37680.0,37641.9,37658.3,10937622.334,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30 17:10:00,37658.3,37668.7,37626.8,37646.1,15372018.5264,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
