opentime,value,unrealized_pnl,realized_pnl,commission
2024-05-18 11:28:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:29:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:30:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:31:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:32:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:33:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:34:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:35:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:36:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:37:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:38:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:39:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:40:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:41:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:42:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:43:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:44:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:45:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:46:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:47:00,2958.3329809540737,0.0,0.0,0.0
2024-05-18 11:48:00,2958.3329809540737,0.0,0.0,0.0
