opentime,open,high,low,close,volume,closetime,volume_U,num_trade,taker_buy,taker_buy_volume_U,ignore
2024-06-13 11:59:00,3495.42,3496.5,3495.29,3496.5,374.381,2024-06-13 11:59:59,1308792.06655,718,227.433,795087.84994,0.0
2024-06-13 12:00:00,3496.5,3497.27,3493.48,3494.08,1267.375,2024-06-13 12:00:59,4429630.41401,2803,493.349,1724286.18077,0.0
2024-06-13 12:01:00,3494.09,3497.82,3494.03,3497.36,1027.523,2024-06-13 12:01:59,3592201.42256,1694,762.072,2664191.14258,0.0
2024-06-13 12:02:00,3497.36,3500.98,3497.36,3500.97,920.665,2024-06-13 12:02:59,3222154.00273,2107,744.83,2606748.61556,0.0
2024-06-13 12:03:00,3500.96,3502.87,3500.19,3500.72,751.565,2024-06-13 12:03:59,2631475.94767,1515,371.353,1300158.61339,0.0
2024-06-13 12:04:00,3500.73,3500.84,3498.12,3498.12,503.924,2024-06-13 12:04:59,1763607.51534,1383,241.035,843546.81654,0.0
2024-06-13 12:05:00,3498.13,3498.65,3497.43,3497.62,499.859,2024-06-13 12:05:59,1748608.73406,1244,195.803,684949.09974,0.0
2024-06-13 12:06:00,3497.61,3499.15,3497.31,3498.58,451.692,2024-06-13 12:06:59,1580122.58841,1172,280.763,982186.60671,0.0
2024-06-13 12:07:00,3498.58,3498.58,3497.64,3498.57,235.75,2024-06-13 12:07:59,824711.92979,873,119.558,418236.94074,0.0
2024-06-13 12:08:00,3498.56,3498.57,3496.56,3496.9,348.273,2024-06-13 12:08:59,1218046.0075,767,87.825,307128.44754,0.0
2024-06-13 12:09:00,3496.88,3498.77,3496.88,3498.45,432.649,2024-06-13 12:09:59,1513252.62613,946,275.104,962211.63535,0.0
2024-06-13 12:10:00,3498.45,3498.45,3496.01,3497.78,444.741,2024-06-13 12:10:59,1555235.86603,995,69.891,244412.85962,0.0
2024-06-13 12:11:00,3497.78,3498.63,3496.03,3496.03,558.982,2024-06-13 12:11:59,1955010.9478,1042,106.532,372639.23519,0.0
2024-06-13 12:12:00,3496.03,3496.89,3495.68,3496.89,434.982,2024-06-13 12:12:59,1520867.68127,1133,215.902,754873.08368,0.0
2024-06-13 12:13:00,3496.89,3501.53,3496.88,3501.53,870.894,2024-06-13 12:13:59,3047697.30785,1752,700.605,2451621.74421,0.0
2024-06-13 12:14:00,3501.52,3503.3,3501.35,3501.61,875.461,2024-06-13 12:14:59,3066273.27268,1496,481.98,1688075.8497,0.0
2024-06-13 12:15:00,3501.62,3503.35,3500.6,3502.55,905.087,2024-06-13 12:15:59,3169764.64929,1804,368.656,1291060.09858,0.0
2024-06-13 12:16:00,3502.55,3504.44,3501.63,3501.63,665.292,2024-06-13 12:16:59,2330671.99102,1336,322.728,1130684.93357,0.0
2024-06-13 12:17:00,3501.64,3501.64,3498.58,3498.58,313.894,2024-06-13 12:17:59,1098729.7357,960,47.07,164783.76757,0.0
2024-06-13 12:18:00,3498.59,3500.55,3497.39,3497.4,786.556,2024-06-13 12:18:59,2752336.8944,1393,375.51,1313981.88951,0.0
2024-06-13 12:19:00,3497.4,3497.4,3495.84,3495.92,395.058,2024-06-13 12:19:59,1381199.31907,957,133.665,467301.78845,0.0
2024-06-13 12:20:00,3495.93,3498.76,3495.92,3498.27,936.644,2024-06-13 12:20:59,3275516.39068,1445,595.265,2081651.03389,0.0
2024-06-13 12:21:00,3498.27,3501.0,3498.27,3500.57,501.809,2024-06-13 12:21:59,1756361.08862,1421,347.688,1216912.9344,0.0
2024-06-13 12:22:00,3500.58,3501.08,3499.51,3499.96,730.599,2024-06-13 12:22:59,2557390.45313,1344,362.113,1267566.46809,0.0
2024-06-13 12:23:00,3499.97,3500.74,3499.26,3499.26,589.383,2024-06-13 12:23:59,2062737.65333,1032,116.538,407866.22372,0.0
2024-06-13 12:24:00,3499.27,3501.37,3499.27,3501.1,246.446,2024-06-13 12:24:59,862698.0096,968,175.893,615699.7608,0.0
2024-06-13 12:25:00,3501.1,3501.26,3500.0,3500.14,645.351,2024-06-13 12:25:59,2259158.5916,1031,256.709,898690.58778,0.0
2024-06-13 12:26:00,3500.13,3501.58,3499.19,3501.31,1434.385,2024-06-13 12:26:59,5020911.71272,1985,518.253,1814221.58238,0.0
2024-06-13 12:27:00,3501.31,3502.64,3500.49,3502.26,614.319,2024-06-13 12:27:59,2151005.44078,1297,413.618,1448284.1803,0.0
2024-06-13 12:28:00,3502.25,3503.05,3498.66,3502.37,4296.016,2024-06-13 12:28:59,15040416.07004,3622,1296.643,4540085.32065,0.0
2024-06-13 12:29:00,3502.36,3503.18,3500.19,3502.82,874.603,2024-06-13 12:29:59,3062444.67882,1823,502.871,1760751.5129,0.0
2024-06-13 12:30:00,3502.82,3540.7,3498.59,3516.98,43107.403,2024-06-13 12:30:59,151756746.72301,40220,25683.802,90436289.09748,0.0
2024-06-13 12:31:00,3516.97,3523.0,3509.85,3518.43,12388.316,2024-06-13 12:31:59,43569678.28138,15011,6478.721,22786705.62632,0.0
2024-06-13 12:32:00,3518.43,3525.0,3517.6,3521.95,7522.855,2024-06-13 12:32:59,26495921.33319,9038,3104.436,10934147.47041,0.0
2024-06-13 12:33:00,3521.96,3522.12,3501.39,3511.16,17774.532,2024-06-13 12:33:59,62414207.64842,17037,7703.854,27050028.85094,0.0
2024-06-13 12:34:00,3511.2,3516.4,3510.0,3514.26,5412.946,2024-06-13 12:34:59,19016459.65404,6983,2858.496,10042181.14359,0.0
2024-06-13 12:35:00,3514.26,3516.3,3510.83,3515.1,3483.853,2024-06-13 12:35:59,12241594.25494,4736,1616.625,5680371.4681,0.0
2024-06-13 12:36:00,3515.1,3522.0,3514.86,3518.99,4880.892,2024-06-13 12:36:59,17176030.08333,5939,2886.407,10156814.50909,0.0
2024-06-13 12:37:00,3518.99,3519.1,3509.24,3509.94,3878.551,2024-06-13 12:37:59,13627502.48439,6093,1739.478,6111542.15175,0.0
2024-06-13 12:38:00,3509.94,3509.94,3505.0,3508.11,4559.296,2024-06-13 12:38:59,15990716.95355,5824,2287.236,8021828.43697,0.0
2024-06-13 12:39:00,3508.11,3508.11,3499.2,3499.81,7455.432,2024-06-13 12:39:59,26110617.36575,7700,2847.985,9973334.04325,0.0
2024-06-13 12:40:00,3499.82,3505.0,3497.62,3498.98,3587.23,2024-06-13 12:40:59,12559052.6607,4733,1751.672,6133813.64479,0.0
2024-06-13 12:41:00,3498.98,3501.15,3495.05,3498.8,6771.126,2024-06-13 12:41:59,23680839.31412,7231,3510.018,12275654.6252,0.0
2024-06-13 12:42:00,3498.8,3499.77,3497.04,3499.33,3068.719,2024-06-13 12:42:59,10735738.96573,3931,1763.845,6171000.00701,0.0
2024-06-13 12:43:00,3499.33,3501.12,3493.0,3493.24,4952.229,2024-06-13 12:43:59,17309821.05681,5445,1970.796,6889137.80987,0.0
2024-06-13 12:44:00,3493.25,3496.52,3492.64,3495.81,2493.627,2024-06-13 12:44:59,8712802.2391,4439,1127.603,3940030.67588,0.0
2024-06-13 12:45:00,3495.81,3499.92,3495.03,3499.92,1392.957,2024-06-13 12:45:59,4871281.23875,2907,784.686,2744199.74545,0.0
2024-06-13 12:46:00,3499.92,3499.92,3494.0,3497.45,2694.681,2024-06-13 12:46:59,9422949.348,3617,1309.919,4580482.50993,0.0
2024-06-13 12:47:00,3497.45,3502.4,3495.59,3501.77,1517.443,2024-06-13 12:47:59,5309789.60384,3061,967.081,3384379.64214,0.0
2024-06-13 12:48:00,3501.77,3503.18,3499.16,3499.16,1322.392,2024-06-13 12:48:59,4630252.9797,2547,621.045,2174474.16486,0.0
2024-06-13 12:49:00,3499.17,3499.76,3496.3,3496.3,951.079,2024-06-13 12:49:59,3326678.39079,2013,339.302,1186775.59674,0.0
2024-06-13 12:50:00,3496.31,3497.2,3488.22,3490.19,4858.006,2024-06-13 12:50:59,16960871.82806,6292,2055.18,7175777.68647,0.0
2024-06-13 12:51:00,3490.19,3494.07,3486.72,3491.7,4031.097,2024-06-13 12:51:59,14070926.1199,5715,1720.043,6003946.98377,0.0
2024-06-13 12:52:00,3491.7,3492.05,3484.16,3487.71,4172.913,2024-06-13 12:52:59,14560496.72797,5894,1734.235,6051774.76443,0.0
2024-06-13 12:53:00,3487.72,3487.72,3482.0,3482.56,7283.181,2024-06-13 12:53:59,25379001.70165,7323,2438.097,8496145.27525,0.0
2024-06-13 12:54:00,3482.57,3486.11,3481.49,3485.72,4239.264,2024-06-13 12:54:59,14766730.14949,4054,1968.183,6856355.79146,0.0
2024-06-13 12:55:00,3485.71,3487.41,3478.03,3483.45,6878.816,2024-06-13 12:55:59,23949396.84818,6643,2290.149,7973147.38816,0.0
2024-06-13 12:56:00,3483.45,3484.57,3479.06,3484.44,3769.808,2024-06-13 12:56:59,13127171.66628,4323,1895.579,6601270.53207,0.0
2024-06-13 12:57:00,3484.44,3489.82,3484.44,3489.33,1963.311,2024-06-13 12:57:59,6847543.68086,2964,1204.806,4202171.3008,0.0
2024-06-13 12:58:00,3489.32,3492.58,3488.44,3492.57,2007.84,2024-06-13 12:58:59,7008701.4479,3005,1472.218,5138979.79711,0.0
2024-06-13 12:59:00,3492.57,3493.45,3490.0,3493.45,1328.89,2024-06-13 12:59:59,4640037.26977,2418,690.815,2412205.11382,0.0
2024-06-13 13:00:00,3493.45,3498.82,3492.05,3495.82,3742.706,2024-06-13 13:00:59,13084833.66997,4450,2377.235,8311138.3866,0.0
2024-06-13 13:01:00,3495.83,3498.12,3495.03,3496.74,1481.766,2024-06-13 13:01:59,5181468.04241,2401,739.292,2585064.83377,0.0
2024-06-13 13:02:00,3496.74,3497.91,3496.0,3496.2,1272.422,2024-06-13 13:02:59,4449464.03416,1917,438.89,1534753.48539,0.0
2024-06-13 13:03:00,3496.21,3497.09,3494.52,3494.84,1856.266,2024-06-13 13:03:59,6488570.06493,2190,529.577,1851159.68339,0.0
2024-06-13 13:04:00,3495.0,3495.91,3494.08,3494.85,586.618,2024-06-13 13:04:59,2050245.01679,1092,271.606,949226.18127,0.0
2024-06-13 13:05:00,3494.85,3496.93,3491.41,3494.78,1402.079,2024-06-13 13:05:59,4899060.29121,2596,619.561,2164844.63258,0.0
2024-06-13 13:06:00,3494.78,3496.59,3493.25,3493.75,623.594,2024-06-13 13:06:59,2179355.46096,1409,290.782,1016172.47893,0.0
2024-06-13 13:07:00,3493.75,3493.75,3490.24,3493.2,2336.625,2024-06-13 13:07:59,8158687.5981,2362,868.896,3034025.91119,0.0
2024-06-13 13:08:00,3493.03,3493.04,3489.69,3489.7,768.353,2024-06-13 13:08:59,2682207.90184,1608,136.564,476716.04752,0.0
2024-06-13 13:09:00,3489.69,3490.36,3484.65,3487.9,1575.732,2024-06-13 13:09:59,5495703.65939,3374,619.643,2160911.22579,0.0
2024-06-13 13:10:00,3487.91,3490.12,3486.88,3490.11,696.12,2024-06-13 13:10:59,2428493.74682,1739,455.858,1590320.39794,0.0
2024-06-13 13:11:00,3490.12,3491.27,3489.04,3489.14,1403.973,2024-06-13 13:11:59,4899846.01291,1630,372.66,1300586.13815,0.0
2024-06-13 13:12:00,3489.14,3494.43,3489.13,3493.81,1440.195,2024-06-13 13:12:59,5029710.67129,2547,780.967,2727233.16554,0.0
2024-06-13 13:13:00,3493.8,3493.81,3492.1,3493.8,709.652,2024-06-13 13:13:59,2478872.18977,1357,404.349,1412417.84702,0.0
2024-06-13 13:14:00,3493.79,3497.0,3493.76,3496.56,1499.139,2024-06-13 13:14:59,5240920.37783,2974,994.734,3477309.09563,0.0
2024-06-13 13:15:00,3496.55,3500.37,3496.43,3500.37,2564.914,2024-06-13 13:15:59,8975098.06808,3114,1990.337,6964969.00473,0.0
2024-06-13 13:16:00,3500.36,3502.24,3498.43,3500.96,4354.693,2024-06-13 13:16:59,15243983.16229,4443,2210.452,7738396.16655,0.0
2024-06-13 13:17:00,3500.96,3508.12,3500.96,3504.8,4548.647,2024-06-13 13:17:59,15941240.15451,5533,2851.033,9991971.52925,0.0
2024-06-13 13:18:00,3504.79,3504.8,3500.73,3502.92,2682.355,2024-06-13 13:18:59,9394263.50616,3360,1165.755,4083069.52293,0.0
2024-06-13 13:19:00,3502.93,3503.4,3501.63,3501.64,1043.052,2024-06-13 13:19:59,3653240.08058,1434,395.219,1384173.23947,0.0
2024-06-13 13:20:00,3501.64,3502.3,3500.0,3500.99,907.234,2024-06-13 13:20:59,3176471.56246,1645,326.975,1144794.00385,0.0
2024-06-13 13:21:00,3501.0,3501.25,3499.31,3500.49,722.103,2024-06-13 13:21:59,2527596.5214,1401,264.028,924198.97238,0.0
2024-06-13 13:22:00,3500.49,3502.96,3500.11,3502.6,523.226,2024-06-13 13:22:59,1832188.33816,1038,244.525,856291.55566,0.0
2024-06-13 13:23:00,3502.59,3504.96,3502.46,3504.96,571.793,2024-06-13 13:23:59,2003400.61418,1198,400.665,1403825.69708,0.0
2024-06-13 13:24:00,3504.96,3507.84,3504.95,3507.0,2080.44,2024-06-13 13:24:59,7295140.06216,2584,1467.992,5147503.99702,0.0
2024-06-13 13:25:00,3506.99,3509.37,3506.83,3508.09,3036.858,2024-06-13 13:25:59,10654176.58208,2812,2005.651,7036271.42206,0.0
2024-06-13 13:26:00,3508.08,3509.72,3507.65,3508.57,1465.286,2024-06-13 13:26:59,5141238.75564,2573,579.318,2032760.66304,0.0
2024-06-13 13:27:00,3508.56,3509.52,3507.5,3508.6,945.403,2024-06-13 13:27:59,3316949.2752,1478,414.783,1455324.85179,0.0
2024-06-13 13:28:00,3508.6,3509.97,3507.16,3507.33,2037.582,2024-06-13 13:28:59,7149313.25325,2488,752.588,2640855.94179,0.0
2024-06-13 13:29:00,3507.33,3511.3,3506.91,3509.53,6264.223,2024-06-13 13:29:59,21985313.17618,5112,4244.896,14899218.74442,0.0
2024-06-13 13:30:00,3509.52,3514.3,3508.61,3510.3,4248.128,2024-06-13 13:30:59,14918475.24954,5256,2420.885,8502343.93562,0.0
2024-06-13 13:31:00,3510.45,3515.0,3507.99,3514.2,2900.342,2024-06-13 13:31:59,10185090.06042,4379,1375.289,4829981.97054,0.0
2024-06-13 13:32:00,3514.19,3518.81,3510.68,3511.03,5730.295,2024-06-13 13:32:59,20146444.48517,6906,3053.934,10739022.64092,0.0
2024-06-13 13:33:00,3511.03,3514.99,3511.03,3511.49,1215.796,2024-06-13 13:33:59,4271107.91358,2506,652.213,2291115.67525,0.0
2024-06-13 13:34:00,3511.49,3516.4,3511.24,3516.35,1979.787,2024-06-13 13:34:59,6956956.57072,3156,1263.832,4441268.51148,0.0
2024-06-13 13:35:00,3516.2,3517.63,3512.85,3513.04,1950.943,2024-06-13 13:35:59,6858516.34516,3603,635.666,2234873.29688,0.0
2024-06-13 13:36:00,3513.14,3517.54,3513.14,3516.3,1616.703,2024-06-13 13:36:59,5685082.82409,2973,857.644,3015692.94391,0.0
2024-06-13 13:37:00,3516.3,3520.71,3516.3,3519.61,3713.991,2024-06-13 13:37:59,13069690.65099,4665,2516.434,8855135.65919,0.0
2024-06-13 13:38:00,3519.6,3521.99,3518.16,3519.2,2155.074,2024-06-13 13:38:59,7585200.53259,4255,947.636,3335611.82014,0.0
2024-06-13 13:39:00,3519.19,3520.0,3518.0,3518.81,4646.843,2024-06-13 13:39:59,16356023.98282,2792,3689.385,12986250.25155,0.0
2024-06-13 13:40:00,3518.81,3520.0,3518.3,3518.75,1810.226,2024-06-13 13:40:59,6370693.87618,2778,544.117,1915008.10152,0.0
2024-06-13 13:41:00,3518.76,3518.76,3514.72,3517.18,2753.265,2024-06-13 13:41:59,9682026.95728,3350,579.807,2038931.36196,0.0
2024-06-13 13:42:00,3517.19,3517.19,3513.94,3513.94,1071.8,2024-06-13 13:42:59,3768364.12173,2102,246.834,867932.1375,0.0
2024-06-13 13:43:00,3513.94,3514.89,3513.01,3514.06,1301.537,2024-06-13 13:43:59,4573430.50837,2394,462.198,1624108.87605,0.0
2024-06-13 13:44:00,3514.06,3514.34,3512.16,3514.34,919.848,2024-06-13 13:44:59,3231434.68843,2010,358.097,1257994.98056,0.0
2024-06-13 13:45:00,3514.35,3514.35,3509.33,3509.34,2553.734,2024-06-13 13:45:59,8966676.68789,3367,666.544,2340350.30537,0.0
2024-06-13 13:46:00,3509.34,3511.46,3507.52,3507.53,2357.009,2024-06-13 13:46:59,8271563.08383,3246,845.086,2965904.03057,0.0
2024-06-13 13:47:00,3507.53,3508.84,3506.1,3507.16,1928.972,2024-06-13 13:47:59,6765071.48729,3052,890.323,3122444.27413,0.0
2024-06-13 13:48:00,3507.16,3509.8,3507.16,3509.3,801.702,2024-06-13 13:48:59,2812972.43145,1529,545.271,1913178.58608,0.0
2024-06-13 13:49:00,3509.3,3511.3,3508.51,3509.46,487.466,2024-06-13 13:49:59,1710907.42206,1194,252.083,884765.03554,0.0
2024-06-13 13:50:00,3509.45,3512.16,3509.29,3511.21,1069.161,2024-06-13 13:50:59,3753498.36915,2236,558.108,1959323.25046,0.0
2024-06-13 13:51:00,3511.21,3511.32,3505.0,3505.09,2481.296,2024-06-13 13:51:59,8703592.70871,2905,873.342,3063867.81907,0.0
2024-06-13 13:52:00,3505.09,3505.75,3502.4,3502.81,3592.295,2024-06-13 13:52:59,12586499.25207,4039,1539.142,5392255.19972,0.0
2024-06-13 13:53:00,3502.8,3509.52,3502.6,3504.88,5105.839,2024-06-13 13:53:59,17901950.29207,3917,4189.269,14689221.75179,0.0
2024-06-13 13:54:00,3504.88,3507.0,3503.94,3504.31,1209.521,2024-06-13 13:54:59,4239593.21505,2024,567.524,1989348.55514,0.0
2024-06-13 13:55:00,3504.31,3504.84,3501.16,3501.16,1718.762,2024-06-13 13:55:59,6019579.37571,2238,565.687,1981161.73399,0.0
2024-06-13 13:56:00,3501.16,3502.14,3499.3,3501.0,2542.19,2024-06-13 13:56:59,8898901.31099,3546,883.393,3092076.89632,0.0
2024-06-13 13:57:00,3500.99,3501.4,3497.38,3498.4,2131.704,2024-06-13 13:57:59,7458772.50151,2322,547.456,1915462.2151,0.0
2024-06-13 13:58:00,3498.41,3500.84,3493.7,3500.84,4253.696,2024-06-13 13:58:59,14872100.36009,5462,1897.549,6635172.16878,0.0
2024-06-13 13:59:00,3500.85,3500.99,3498.6,3499.03,1370.49,2024-06-13 13:59:59,4795903.80157,1649,485.537,1698998.19209,0.0
2024-06-13 14:00:00,3499.03,3501.74,3495.76,3496.48,2192.138,2024-06-13 14:00:59,7670279.36404,3546,1102.794,3859057.7151,0.0
2024-06-13 14:01:00,3496.46,3498.62,3496.17,3497.61,1447.889,2024-06-13 14:01:59,5064152.57813,2299,679.398,2376272.75391,0.0
2024-06-13 14:02:00,3497.61,3499.89,3492.48,3492.57,2200.46,2024-06-13 14:02:59,7694976.87437,3221,697.883,2441060.78936,0.0
2024-06-13 14:03:00,3492.57,3497.69,3492.56,3494.0,3138.026,2024-06-13 14:03:59,10969282.28377,6241,1102.977,3855765.63207,0.0
2024-06-13 14:04:00,3494.01,3494.01,3490.54,3493.48,3322.526,2024-06-13 14:04:59,11603237.49576,4561,1245.764,4350795.61189,0.0
2024-06-13 14:05:00,3493.48,3496.29,3492.43,3495.97,2310.029,2024-06-13 14:05:59,8073278.72651,3278,1554.33,5432248.68694,0.0
2024-06-13 14:06:00,3495.96,3501.38,3495.61,3500.61,2678.642,2024-06-13 14:06:59,9371980.59506,3184,1763.045,6168189.44087,0.0
2024-06-13 14:07:00,3500.61,3501.4,3498.69,3500.01,1176.164,2024-06-13 14:07:59,4116830.34968,1988,537.69,1882079.89306,0.0
