opentime,open,high,low,close,volume,closetime,volume_U,num_trade,taker_buy,taker_buy_volume_U,ignore
2024-06-13 11:04:00,151.51,151.51,151.154,151.207,14528.0,2024-06-13 11:04:59,2198291.665,1292,5272.0,797601.671,0.0
2024-06-13 11:05:00,151.207,151.263,151.146,151.166,6872.0,2024-06-13 11:05:59,1039016.849,748,4710.0,712133.594,0.0
2024-06-13 11:06:00,151.164,151.294,151.087,151.087,14855.0,2024-06-13 11:06:59,2245629.623,1403,11009.0,1664201.729,0.0
2024-06-13 11:07:00,151.087,151.175,151.045,151.13,4478.0,2024-06-13 11:07:59,676661.723,766,1526.0,230583.225,0.0
2024-06-13 11:08:00,151.133,151.133,150.748,150.748,10278.0,2024-06-13 11:08:59,1551406.951,1476,1615.0,243804.861,0.0
2024-06-13 11:09:00,150.748,150.782,150.589,150.59,12356.0,2024-06-13 11:09:59,1861872.659,1551,6124.0,922855.955,0.0
2024-06-13 11:10:00,150.59,150.683,150.485,150.544,11007.0,2024-06-13 11:10:59,1657582.532,1219,6843.0,1030602.688,0.0
2024-06-13 11:11:00,150.554,150.691,150.516,150.602,5803.0,2024-06-13 11:11:59,873981.347,877,3027.0,455893.031,0.0
2024-06-13 11:12:00,150.602,150.829,150.601,150.817,9245.0,2024-06-13 11:12:59,1393543.188,1366,6100.0,919438.788,0.0
2024-06-13 11:13:00,150.817,150.817,150.496,150.572,9321.0,2024-06-13 11:13:59,1403850.098,1256,3781.0,569392.005,0.0
2024-06-13 11:14:00,150.558,150.872,150.557,150.77,10575.0,2024-06-13 11:14:59,1594540.992,1011,7815.0,1178426.856,0.0
2024-06-13 11:15:00,150.769,150.769,150.604,150.648,11798.0,2024-06-13 11:15:59,1777845.812,1205,6713.0,1011605.675,0.0
2024-06-13 11:16:00,150.648,151.025,150.636,150.986,15031.0,2024-06-13 11:16:59,2268065.781,1406,9537.0,1439124.034,0.0
2024-06-13 11:17:00,150.976,150.976,150.748,150.834,7830.0,2024-06-13 11:17:59,1180876.174,790,4281.0,645581.817,0.0
2024-06-13 11:18:00,150.835,150.939,150.691,150.691,6824.0,2024-06-13 11:18:59,1029084.582,876,2596.0,391501.605,0.0
2024-06-13 11:19:00,150.691,150.75,150.562,150.62,5540.0,2024-06-13 11:19:59,834566.856,854,1985.0,299050.197,0.0
2024-06-13 11:20:00,150.62,150.727,150.592,150.682,4451.0,2024-06-13 11:20:59,670691.559,510,2249.0,338872.497,0.0
2024-06-13 11:21:00,150.682,150.921,150.661,150.842,6342.0,2024-06-13 11:21:59,956196.655,796,4216.0,635617.336,0.0
2024-06-13 11:22:00,150.843,150.93,150.68,150.763,6260.0,2024-06-13 11:22:59,943759.739,760,3067.0,462385.502,0.0
2024-06-13 11:23:00,150.764,150.815,150.688,150.692,6035.0,2024-06-13 11:23:59,909701.885,761,2872.0,432946.876,0.0
2024-06-13 11:24:00,150.692,150.712,150.595,150.596,2599.0,2024-06-13 11:24:59,391539.553,562,1143.0,172192.284,0.0
2024-06-13 11:25:00,150.597,150.706,150.576,150.609,3642.0,2024-06-13 11:25:59,548654.812,650,1895.0,285482.644,0.0
2024-06-13 11:26:00,150.609,150.859,150.609,150.811,4808.0,2024-06-13 11:26:59,724823.179,675,2962.0,446556.18,0.0
2024-06-13 11:27:00,150.812,150.9,150.812,150.885,4726.0,2024-06-13 11:27:59,712948.24,634,2328.0,351215.139,0.0
2024-06-13 11:28:00,150.888,150.932,150.725,150.726,4533.0,2024-06-13 11:28:59,683816.407,724,1903.0,287063.449,0.0
2024-06-13 11:29:00,150.726,150.802,150.66,150.683,5907.0,2024-06-13 11:29:59,890285.592,869,1982.0,298717.714,0.0
2024-06-13 11:30:00,150.683,150.73,150.461,150.461,17873.0,2024-06-13 11:30:59,2691832.823,1733,2849.0,429136.433,0.0
2024-06-13 11:31:00,150.461,150.76,150.391,150.688,19976.0,2024-06-13 11:31:59,3008045.74,1561,12045.0,1814376.883,0.0
2024-06-13 11:32:00,150.689,150.72,150.546,150.563,3860.0,2024-06-13 11:32:59,581403.76,503,1234.0,185901.936,0.0
2024-06-13 11:33:00,150.564,150.64,150.53,150.55,8311.0,2024-06-13 11:33:59,1251321.758,837,5154.0,776004.391,0.0
2024-06-13 11:34:00,150.551,150.563,150.333,150.35,11497.0,2024-06-13 11:34:59,1730048.017,1847,5512.0,829373.283,0.0
2024-06-13 11:35:00,150.351,150.629,150.35,150.586,8530.0,2024-06-13 11:35:59,1283927.538,983,4857.0,731016.419,0.0
2024-06-13 11:36:00,150.587,150.607,150.334,150.429,4953.0,2024-06-13 11:36:59,745164.08,680,1582.0,237998.538,0.0
2024-06-13 11:37:00,150.432,150.479,150.33,150.387,4930.0,2024-06-13 11:37:59,741358.126,742,2106.0,316684.393,0.0
2024-06-13 11:38:00,150.387,150.489,150.367,150.452,5092.0,2024-06-13 11:38:59,765969.22,805,3118.0,469008.769,0.0
2024-06-13 11:39:00,150.453,150.479,150.21,150.21,10863.0,2024-06-13 11:39:59,1632952.528,1077,1384.0,208049.448,0.0
2024-06-13 11:40:00,150.211,150.399,150.211,150.393,5150.0,2024-06-13 11:40:59,774162.47,846,3190.0,479497.816,0.0
2024-06-13 11:41:00,150.393,150.443,150.301,150.398,6341.0,2024-06-13 11:41:59,953554.16,990,3897.0,586038.08,0.0
2024-06-13 11:42:00,150.405,150.461,150.331,150.379,5655.0,2024-06-13 11:42:59,850582.605,880,3140.0,472321.413,0.0
2024-06-13 11:43:00,150.375,150.389,150.3,150.301,3848.0,2024-06-13 11:43:59,578538.892,652,1418.0,213198.298,0.0
2024-06-13 11:44:00,150.3,150.417,150.3,150.386,3373.0,2024-06-13 11:44:59,507141.0,614,1491.0,224164.111,0.0
